Quantity of product,Income,Cost,Net Income,Avg Cost
5998,335888,559939.96,-224051.95999999996,93.35
5968,334208,559971.64,-225763.64,93.83
5971,334376,559933.3,-225557.30000000005,93.78
5988,335328,559998.88,-224670.88,93.52
6028,337568,559954.15,-222386.15000000002,92.89
5980,334880,559936.78,-225056.78000000003,93.63
5990,335440,559925.86,-224485.86,93.48
5994,335664,559933.03,-224269.03000000003,93.42
6041,338296,559954.0,-221658.0,92.69
5984,335104,559991.36,-224887.36,93.58
6009,336504,560019.4,-223515.40000000002,93.2
6006,336336,559953.1,-223617.09999999998,93.23
6020,337120,559943.69,-222823.68999999994,93.01
5993,335608,559946.24,-224338.24,93.43
5973,334488,559967.3600000001,-225479.3600000001,93.75
5975,334600,559988.5,-225388.5,93.72
5946,332976,559950.05,-226974.05000000005,94.17
5964,333984,560009.8,-226025.80000000005,93.9
6009,336504,560019.4,-223515.40000000002,93.2
6038,338128,559935.69,-221807.68999999994,92.74
6022,337232,560023.0,-222791.0,93.0
5961,333816,559988.1699999999,-226172.16999999993,93.94
6013,336728,560025.4099999999,-223297.40999999992,93.14
6014,336784,559965.28,-223181.28000000003,93.11
6038,338128,559935.69,-221807.68999999994,92.74
6022,337232,560023.0,-222791.0,93.0
5985,335160,559931.52,-224771.52000000002,93.56
5992,335552,559959.4299999999,-224407.42999999993,93.45
5986,335216,560025.0800000001,-224809.08000000007,93.56
5995,335720,559979.74,-224259.74,93.41
5962,333872,559928.56,-226056.56000000006,93.92
5997,335832,559953.24,-224121.24,93.37
5952,333312,559982.0800000001,-226670.08000000007,94.08
6017,336952,559971.01,-223019.01,93.06
6010,336560,559959.31,-223399.31000000006,93.17
6024,337344,559995.52,-222651.52000000002,92.96
5995,335720,559979.74,-224259.74,93.41
5975,334600,559988.5,-225388.5,93.72
6053,338968,559965.52,-220997.52000000002,92.51
5973,334488,560014.24,-225526.24,93.76
6024,337344,559995.52,-222651.52000000002,92.96
5991,335496,559972.6000000001,-224476.6000000001,93.47
6020,337120,559990.2,-222870.19999999995,93.02
6017,336952,559971.01,-223019.01,93.06
6034,337904,559931.2,-222027.19999999995,92.8
5998,335888,559986.64,-224098.64,93.36
5998,335888,559986.64,-224098.64,93.36
6007,336392,559986.27,-223594.27000000002,93.22
6016,336896,559984.64,-223088.64,93.08
5999,335944,559926.66,-223982.66000000003,93.34
6014,336784,559965.28,-223181.28000000003,93.11
5999,335944,559926.66,-223982.66000000003,93.34
6031,337736,560019.3300000001,-222283.33000000007,92.86
6024,337344,559949.04,-222605.04000000004,92.95
5981,334936,559923.8,-224987.80000000005,93.62
5987,335272,559965.22,-224693.21999999997,93.53
5952,333312,559982.0800000001,-226670.08000000007,94.08
5977,334712,560022.45,-225310.44999999995,93.7
5977,334712,559975.6000000001,-225263.6000000001,93.69
6014,336784,560011.8400000001,-223227.84000000008,93.12
6006,336336,559999.72,-223663.71999999997,93.24
6010,336560,559959.31,-223399.31000000006,93.17
5987,335272,560011.99,-224739.99,93.54
5987,335272,559965.22,-224693.21999999997,93.53
6022,337232,559976.5,-222744.5,92.99
6028,337568,560000.6000000001,-222432.6000000001,92.9
5990,335440,559925.86,-224485.86,93.48
6027,337512,559967.96,-222455.95999999996,92.91
6027,337512,559967.96,-222455.95999999996,92.91
6023,337288,559962.78,-222674.78000000003,92.97
6040,338240,559968.04,-221728.04000000004,92.71
6031,337736,560019.3300000001,-222283.33000000007,92.86
5988,335328,559998.88,-224670.88,93.52
5973,334488,560014.24,-225526.24,93.76
6020,337120,559990.2,-222870.19999999995,93.02
5976,334656,559928.75,-225272.75,93.7
6001,336056,559960.0,-223904.0,93.31
5960,333760,559953.8200000001,-226193.82000000007,93.95
6013,336728,559978.8400000001,-223250.84000000008,93.13
5988,335328,559952.12,-224624.12,93.51
5978,334768,560009.52,-225241.52000000002,93.68
6006,336336,559953.1,-223617.09999999998,93.23
5999,335944,559926.66,-223982.66000000003,93.34
5985,335160,559978.3,-224818.30000000005,93.56
5971,334376,559933.3,-225557.30000000005,93.78
6011,336616,559945.8,-223329.80000000005,93.15
6006,336336,559953.1,-223617.09999999998,93.23
6032,337792,559959.02,-222167.02000000002,92.83
5994,335664,559933.03,-224269.03000000003,93.42
5990,335440,559972.6000000001,-224532.6000000001,93.48
5992,335552,559959.4299999999,-224407.42999999993,93.45
5953,333368,560029.12,-226661.12,94.08
6020,337120,559943.69,-222823.68999999994,93.01
6020,337120,559990.2,-222870.19999999995,93.02
6001,336056,559960.0,-223904.0,93.31
6018,337008,559971.01,-222963.01,93.05
6005,336280,559966.52,-223686.52000000002,93.25
5972,334432,559980.19,-225548.18999999994,93.77
5989,335384,559985.75,-224601.75,93.5
6025,337400,559981.75,-222581.75,92.94
5992,335552,559959.4299999999,-224407.42999999993,93.45
5998,335888,559939.96,-224051.95999999996,93.35
5981,334936,559923.8,-224987.80000000005,93.62
6000,336000,560020.0,-224020.0,93.34
6011,336616,559992.38,-223376.38,93.16
6000,336000,560020.0,-224020.0,93.34
5989,335384,559939.0,-224555.0,93.49
6025,337400,559935.28,-222535.28000000003,92.94
5964,333984,560009.8,-226025.80000000005,93.9
6004,336224,560026.56,-223802.56000000006,93.28
5980,334880,559983.6,-225103.59999999998,93.64
6020,337120,559990.2,-222870.19999999995,93.02
6033,337848,559991.53,-222143.53000000003,92.82
5963,333928,560022.48,-226094.47999999998,93.92
5998,335888,559986.64,-224098.64,93.36
5967,334152,559924.72,-225772.71999999997,93.84
5957,333592,559932.0,-226340.0,94.0
5960,333760,560000.8,-226240.80000000005,93.96
5980,334880,559983.6,-225103.59999999998,93.64
5980,334880,559983.6,-225103.59999999998,93.64
5999,335944,559973.3300000001,-224029.33000000007,93.34
5966,334096,559984.38,-225888.38,93.86
5980,334880,559983.6,-225103.59999999998,93.64
5996,335776,560013.2,-224237.19999999995,93.4
6010,336560,560005.9,-223445.90000000002,93.18
6025,337400,559935.28,-222535.28000000003,92.94
5999,335944,559926.66,-223982.66000000003,93.34
5989,335384,559985.75,-224601.75,93.5
5971,334376,559933.3,-225557.30000000005,93.78
6002,336112,559993.3,-223881.30000000005,93.3
5996,335776,559966.5,-224190.5,93.39
6007,336392,559986.27,-223594.27000000002,93.22
5992,335552,560006.1599999999,-224454.15999999992,93.46
6032,337792,560005.44,-222213.43999999994,92.84
6009,336504,560019.4,-223515.40000000002,93.2
5995,335720,560026.45,-224306.44999999995,93.42
5991,335496,560019.3400000001,-224523.34000000008,93.48
6005,336280,559966.52,-223686.52000000002,93.25
6005,336280,559966.52,-223686.52000000002,93.25
5990,335440,559925.86,-224485.86,93.48
5974,334544,560001.38,-225457.38,93.74
6005,336280,559966.52,-223686.52000000002,93.25
6005,336280,560013.15,-223733.15000000002,93.26
6007,336392,559986.27,-223594.27000000002,93.22
6006,336336,559953.1,-223617.09999999998,93.23
6001,336056,560006.6599999999,-223950.65999999992,93.32
5988,335328,559952.12,-224624.12,93.51
6005,336280,559966.52,-223686.52000000002,93.25
6021,337176,559976.5,-222800.5,93.0
6022,337232,559976.5,-222744.5,92.99
5969,334264,560005.79,-225741.79000000004,93.82
5996,335776,560013.2,-224237.19999999995,93.4
6002,336112,559946.6499999999,-223834.6499999999,93.29
5987,335272,559965.22,-224693.21999999997,93.53
5991,335496,559972.6000000001,-224476.6000000001,93.47
6022,337232,560023.0,-222791.0,93.0
5972,334432,559980.19,-225548.18999999994,93.77
6010,336560,560005.9,-223445.90000000002,93.18
6020,337120,559990.2,-222870.19999999995,93.02
5960,333760,560000.8,-226240.80000000005,93.96
5992,335552,559959.4299999999,-224407.42999999993,93.45
6008,336448,559926.2,-223478.19999999995,93.2
5992,335552,560006.1599999999,-224454.15999999992,93.46
6024,337344,559949.04,-222605.04000000004,92.95
5965,334040,559997.1,-225957.09999999998,93.88
5997,335832,559953.24,-224121.24,93.37
5974,334544,559954.51,-225410.51,93.73
5954,333424,560016.62,-226592.62,94.06
6010,336560,559959.31,-223399.31000000006,93.17
6008,336448,559972.8,-223524.80000000005,93.2
6033,337848,559945.12,-222097.12,92.81
6037,338072,559996.06,-221924.06000000006,92.76
5981,334936,559970.61,-225034.61,93.62
5972,334432,559980.19,-225548.18999999994,93.77
6002,336112,559946.6499999999,-223834.6499999999,93.29
5990,335440,559972.6000000001,-224532.6000000001,93.48
6006,336336,559953.1,-223617.09999999998,93.23
6001,336056,560006.6599999999,-223950.65999999992,93.32
6030,337680,559972.9,-222292.90000000002,92.86
5979,334824,559949.74,-225125.74,93.65
5965,334040,559997.1,-225957.09999999998,93.88
6007,336392,559939.6599999999,-223547.65999999992,93.21
6017,336952,559924.48,-222972.47999999998,93.06
6024,337344,559995.52,-222651.52000000002,92.96
6011,336616,559992.38,-223376.38,93.16
6002,336112,559993.3,-223881.30000000005,93.3
5978,334768,560009.52,-225241.52000000002,93.68
6000,336000,560020.0,-224020.0,93.34
5961,333816,559988.1699999999,-226172.16999999993,93.94
5976,334656,559928.75,-225272.75,93.7
5987,335272,559965.22,-224693.21999999997,93.53
6033,337848,559945.12,-222097.12,92.81
5974,334544,560001.38,-225457.38,93.74
5992,335552,559959.4299999999,-224407.42999999993,93.45
5983,335048,560004.3999999999,-224956.3999999999,93.6
5987,335272,559965.22,-224693.21999999997,93.53
5980,334880,559983.6,-225103.59999999998,93.64
5966,334096,559984.38,-225888.38,93.86
6036,338016,560010.04,-221994.04000000004,92.78
5956,333536,559944.55,-226408.55000000005,94.01
